team,team_name,year,total,home,away,week,weekly_attendance
Arizona,Cardinals,2000,893926,387475,506451,1,77434.0
Arizona,Cardinals,2000,893926,387475,506451,2,66009.0
Arizona,Cardinals,2000,893926,387475,506451,3,
Arizona,Cardinals,2000,893926,387475,506451,4,71801.0
Arizona,Cardinals,2000,893926,387475,506451,5,66985.0
Arizona,Cardinals,2000,893926,387475,506451,6,44296.0
Arizona,Cardinals,2000,893926,387475,506451,7,38293.0
Arizona,Cardinals,2000,893926,387475,506451,8,62981.0
Arizona,Cardinals,2000,893926,387475,506451,9,35286.0
Arizona,Cardinals,2000,893926,387475,506451,10,52244.0
Arizona,Cardinals,2000,893926,387475,506451,11,64223.0
Arizona,Cardinals,2000,893926,387475,506451,12,65356.0
Arizona,Cardinals,2000,893926,387475,506451,13,42094.0
Arizona,Cardinals,2000,893926,387475,506451,14,50289.0
Arizona,Cardinals,2000,893926,387475,506451,15,53472.0
Arizona,Cardinals,2000,893926,387475,506451,16,37452.0
Arizona,Cardinals,2000,893926,387475,506451,17,65711.0
Atlanta,Falcons,2000,964579,422814,541765,1,54626.0
Atlanta,Falcons,2000,964579,422814,541765,2,75466.0
Atlanta,Falcons,2000,964579,422814,541765,3,73025.0
Atlanta,Falcons,2000,964579,422814,541765,4,58761.0
Atlanta,Falcons,2000,964579,422814,541765,5,65424.0
Atlanta,Falcons,2000,964579,422814,541765,6,50947.0
Atlanta,Falcons,2000,964579,422814,541765,7,66019.0
Atlanta,Falcons,2000,964579,422814,541765,8,56508.0
Atlanta,Falcons,2000,964579,422814,541765,9,46178.0
Atlanta,Falcons,2000,964579,422814,541765,10,70097.0
Atlanta,Falcons,2000,964579,422814,541765,11,74309.0
Atlanta,Falcons,2000,964579,422814,541765,12,67447.0
Atlanta,Falcons,2000,964579,422814,541765,13,55175.0
Atlanta,Falcons,2000,964579,422814,541765,14,44680.0
Atlanta,Falcons,2000,964579,422814,541765,15,
Atlanta,Falcons,2000,964579,422814,541765,16,64900.0
Atlanta,Falcons,2000,964579,422814,541765,17,41017.0
Baltimore,Ravens,2000,1062373,551695,510678,1,55049.0
Baltimore,Ravens,2000,1062373,551695,510678,2,68843.0
Baltimore,Ravens,2000,1062373,551695,510678,3,73464.0
Baltimore,Ravens,2000,1062373,551695,510678,4,68481.0
Baltimore,Ravens,2000,1062373,551695,510678,5,73018.0
Baltimore,Ravens,2000,1062373,551695,510678,6,65194.0
Baltimore,Ravens,2000,1062373,551695,510678,7,83252.0
Baltimore,Ravens,2000,1062373,551695,510678,8,69200.0
Baltimore,Ravens,2000,1062373,551695,510678,9,69405.0
Baltimore,Ravens,2000,1062373,551695,510678,10,54759.0
Baltimore,Ravens,2000,1062373,551695,510678,11,68490.0
Baltimore,Ravens,2000,1062373,551695,510678,12,69416.0
Baltimore,Ravens,2000,1062373,551695,510678,13,68361.0
Baltimore,Ravens,2000,1062373,551695,510678,14,
Baltimore,Ravens,2000,1062373,551695,510678,15,68805.0
Baltimore,Ravens,2000,1062373,551695,510678,16,37452.0
Baltimore,Ravens,2000,1062373,551695,510678,17,69184.0
Buffalo,Bills,2000,1098587,560695,537892,1,72492.0
Buffalo,Bills,2000,1098587,560695,537892,2,77722.0
Buffalo,Bills,2000,1098587,560695,537892,3,77884.0
Buffalo,Bills,2000,1098587,560695,537892,4,
Buffalo,Bills,2000,1098587,560695,537892,5,72617.0
Buffalo,Bills,2000,1098587,560695,537892,6,73901.0
Buffalo,Bills,2000,1098587,560695,537892,7,72351.0
Buffalo,Bills,2000,1098587,560695,537892,8,64116.0
Buffalo,Bills,2000,1098587,560695,537892,9,72861.0
Buffalo,Bills,2000,1098587,560695,537892,10,60292.0
Buffalo,Bills,2000,1098587,560695,537892,11,72420.0
Buffalo,Bills,2000,1098587,560695,537892,12,78457.0
Buffalo,Bills,2000,1098587,560695,537892,13,65546.0
Buffalo,Bills,2000,1098587,560695,537892,14,73002.0
Buffalo,Bills,2000,1098587,560695,537892,15,56671.0
Buffalo,Bills,2000,1098587,560695,537892,16,47230.0
Buffalo,Bills,2000,1098587,560695,537892,17,61025.0
Carolina,Panthers,2000,1095192,583489,511703,1,80257.0
Carolina,Panthers,2000,1095192,583489,511703,2,66879.0
Carolina,Panthers,2000,1095192,583489,511703,3,73025.0
Carolina,Panthers,2000,1095192,583489,511703,4,
Carolina,Panthers,2000,1095192,583489,511703,5,73310.0
Carolina,Panthers,2000,1095192,583489,511703,6,72192.0
Carolina,Panthers,2000,1095192,583489,511703,7,50015.0
Carolina,Panthers,2000,1095192,583489,511703,8,73169.0
Carolina,Panthers,2000,1095192,583489,511703,9,46178.0
Carolina,Panthers,2000,1095192,583489,511703,10,66048.0
Carolina,Panthers,2000,1095192,583489,511703,11,72981.0
Carolina,Panthers,2000,1095192,583489,511703,12,64208.0
Carolina,Panthers,2000,1095192,583489,511703,13,73295.0
Carolina,Panthers,2000,1095192,583489,511703,14,73358.0
Carolina,Panthers,2000,1095192,583489,511703,15,77481.0
Carolina,Panthers,2000,1095192,583489,511703,16,72159.0
Carolina,Panthers,2000,1095192,583489,511703,17,60637.0
Chicago,Bears,2000,1080684,535552,545132,1,64104.0
Chicago,Bears,2000,1080684,535552,545132,2,65569.0
Chicago,Bears,2000,1080684,535552,545132,3,66944.0
Chicago,Bears,2000,1080684,535552,545132,4,66944.0
Chicago,Bears,2000,1080684,535552,545132,5,59869.0
Chicago,Bears,2000,1080684,535552,545132,6,66944.0
Chicago,Bears,2000,1080684,535552,545132,7,66944.0
Chicago,Bears,2000,1080684,535552,545132,8,65553.0
Chicago,Bears,2000,1080684,535552,545132,9,
Chicago,Bears,2000,1080684,535552,545132,10,66944.0
Chicago,Bears,2000,1080684,535552,545132,11,72420.0
Chicago,Bears,2000,1080684,535552,545132,12,66944.0
Chicago,Bears,2000,1080684,535552,545132,13,77354.0
Chicago,Bears,2000,1080684,535552,545132,14,66944.0
Chicago,Bears,2000,1080684,535552,545132,15,66944.0
Chicago,Bears,2000,1080684,535552,545132,16,68306.0
Chicago,Bears,2000,1080684,535552,545132,17,71957.0
Cincinnati,Bengals,2000,967434,469992,497442,1,
Cincinnati,Bengals,2000,967434,469992,497442,2,64006.0
Cincinnati,Bengals,2000,967434,469992,497442,3,45653.0
Cincinnati,Bengals,2000,967434,469992,497442,4,68481.0
Cincinnati,Bengals,2000,967434,469992,497442,5,61535.0
Cincinnati,Bengals,2000,967434,469992,497442,6,63406.0
Cincinnati,Bengals,2000,967434,469992,497442,7,54328.0
Cincinnati,Bengals,2000,967434,469992,497442,8,61603.0
Cincinnati,Bengals,2000,967434,469992,497442,9,73118.0
Cincinnati,Bengals,2000,967434,469992,497442,10,54759.0
Cincinnati,Bengals,2000,967434,469992,497442,11,62170.0
Cincinnati,Bengals,2000,967434,469992,497442,12,60292.0
Cincinnati,Bengals,2000,967434,469992,497442,13,63925.0
Cincinnati,Bengals,2000,967434,469992,497442,14,50289.0
Cincinnati,Bengals,2000,967434,469992,497442,15,68498.0
Cincinnati,Bengals,2000,967434,469992,497442,16,50469.0
Cincinnati,Bengals,2000,967434,469992,497442,17,64902.0
Cleveland,Browns,2000,1057139,581544,475595,1,72418.0
Cleveland,Browns,2000,1057139,581544,475595,2,64006.0
Cleveland,Browns,2000,1057139,581544,475595,3,73018.0
Cleveland,Browns,2000,1057139,581544,475595,4,45702.0
Cleveland,Browns,2000,1057139,581544,475595,5,73018.0
Cleveland,Browns,2000,1057139,581544,475595,6,44296.0
Cleveland,Browns,2000,1057139,581544,475595,7,75811.0
Cleveland,Browns,2000,1057139,581544,475595,8,57659.0
Cleveland,Browns,2000,1057139,581544,475595,9,73118.0
Cleveland,Browns,2000,1057139,581544,475595,10,72718.0
Cleveland,Browns,2000,1057139,581544,475595,11,72618.0
Cleveland,Browns,2000,1057139,581544,475595,12,68498.0
Cleveland,Browns,2000,1057139,581544,475595,13,68361.0
Cleveland,Browns,2000,1057139,581544,475595,14,51262.0
Cleveland,Browns,2000,1057139,581544,475595,15,72318.0
Cleveland,Browns,2000,1057139,581544,475595,16,72318.0
Cleveland,Browns,2000,1057139,581544,475595,17,
Dallas,Cowboys,2000,1075470,504360,571110,1,62872.0
Dallas,Cowboys,2000,1075470,504360,571110,2,66009.0
Dallas,Cowboys,2000,1075470,504360,571110,3,84431.0
Dallas,Cowboys,2000,1075470,504360,571110,4,64127.0
Dallas,Cowboys,2000,1075470,504360,571110,5,73310.0
Dallas,Cowboys,2000,1075470,504360,571110,6,
Dallas,Cowboys,2000,1075470,504360,571110,7,78189.0
Dallas,Cowboys,2000,1075470,504360,571110,8,62981.0
Dallas,Cowboys,2000,1075470,504360,571110,9,63554.0
Dallas,Cowboys,2000,1075470,504360,571110,10,65636.0
Dallas,Cowboys,2000,1075470,504360,571110,11,62170.0
Dallas,Cowboys,2000,1075470,504360,571110,12,69416.0
Dallas,Cowboys,2000,1075470,504360,571110,13,63878.0
Dallas,Cowboys,2000,1075470,504360,571110,14,65621.0
Dallas,Cowboys,2000,1075470,504360,571110,15,63467.0
Dallas,Cowboys,2000,1075470,504360,571110,16,61311.0
Dallas,Cowboys,2000,1075470,504360,571110,17,68498.0
Denver,Broncos,2000,1140030,604042,535988,1,65956.0
Denver,Broncos,2000,1140030,604042,535988,2,75466.0
Denver,Broncos,2000,1140030,604042,535988,3,62078.0
Denver,Broncos,2000,1140030,604042,535988,4,74596.0
Denver,Broncos,2000,1140030,604042,535988,5,75684.0
Denver,Broncos,2000,1140030,604042,535988,6,56079.0
Denver,Broncos,2000,1140030,604042,535988,7,75811.0
Denver,Broncos,2000,1140030,604042,535988,8,61603.0
Denver,Broncos,2000,1140030,604042,535988,9,
Denver,Broncos,2000,1140030,604042,535988,10,78305.0
Denver,Broncos,2000,1140030,604042,535988,11,75951.0
Denver,Broncos,2000,1140030,604042,535988,12,75218.0
Denver,Broncos,2000,1140030,604042,535988,13,68661.0
Denver,Broncos,2000,1140030,604042,535988,14,64900.0
Denver,Broncos,2000,1140030,604042,535988,15,75218.0
Denver,Broncos,2000,1140030,604042,535988,16,78406.0
Denver,Broncos,2000,1140030,604042,535988,17,76098.0
Detroit,Lions,2000,1140926,607076,533850,1,64900.0
Detroit,Lions,2000,1140926,607076,533850,2,74159.0
Detroit,Lions,2000,1140926,607076,533850,3,76928.0
Detroit,Lions,2000,1140926,607076,533850,4,66944.0
Detroit,Lions,2000,1140926,607076,533850,5,76438.0
Detroit,Lions,2000,1140926,607076,533850,6,77549.0
Detroit,Lions,2000,1140926,607076,533850,7,
Detroit,Lions,2000,1140926,607076,533850,8,65557.0
Detroit,Lions,2000,1140926,607076,533850,9,56971.0
Detroit,Lions,2000,1140926,607076,533850,10,77813.0
Detroit,Lions,2000,1140926,607076,533850,11,74309.0
Detroit,Lions,2000,1140926,607076,533850,12,77897.0
Detroit,Lions,2000,1140926,607076,533850,13,77923.0
Detroit,Lions,2000,1140926,607076,533850,14,64214.0
Detroit,Lions,2000,1140926,607076,533850,15,59854.0
Detroit,Lions,2000,1140926,607076,533850,16,77513.0
Detroit,Lions,2000,1140926,607076,533850,17,71957.0
Green Bay,Packers,2000,1049602,478747,570855,1,59870.0
Green Bay,Packers,2000,1049602,478747,570855,2,77722.0
Green Bay,Packers,2000,1049602,478747,570855,3,59869.0
Green Bay,Packers,2000,1049602,478747,570855,4,71801.0
Green Bay,Packers,2000,1049602,478747,570855,5,59869.0
Green Bay,Packers,2000,1049602,478747,570855,6,77549.0
Green Bay,Packers,2000,1049602,478747,570855,7,59870.0
Green Bay,Packers,2000,1049602,478747,570855,8,
Green Bay,Packers,2000,1049602,478747,570855,9,73740.0
Green Bay,Packers,2000,1049602,478747,570855,10,59854.0
Green Bay,Packers,2000,1049602,478747,570855,11,65621.0
Green Bay,Packers,2000,1049602,478747,570855,12,59869.0
Green Bay,Packers,2000,1049602,478747,570855,13,73295.0
Green Bay,Packers,2000,1049602,478747,570855,14,66944.0
Green Bay,Packers,2000,1049602,478747,570855,15,59854.0
Green Bay,Packers,2000,1049602,478747,570855,16,64183.0
Green Bay,Packers,2000,1049602,478747,570855,17,59692.0
Indianapolis,Colts,2000,1008013,454319,553694,1,78357.0
Indianapolis,Colts,2000,1008013,454319,553694,2,56769.0
Indianapolis,Colts,2000,1008013,454319,553694,3,
Indianapolis,Colts,2000,1008013,454319,553694,4,56816.0
Indianapolis,Colts,2000,1008013,454319,553694,5,72617.0
Indianapolis,Colts,2000,1008013,454319,553694,6,60292.0
Indianapolis,Colts,2000,1008013,454319,553694,7,63593.0
Indianapolis,Colts,2000,1008013,454319,553694,8,56828.0
Indianapolis,Colts,2000,1008013,454319,553694,9,56971.0
Indianapolis,Colts,2000,1008013,454319,553694,10,66944.0
Indianapolis,Colts,2000,1008013,454319,553694,11,56657.0
Indianapolis,Colts,2000,1008013,454319,553694,12,59869.0
Indianapolis,Colts,2000,1008013,454319,553694,13,56935.0
Indianapolis,Colts,2000,1008013,454319,553694,14,78138.0
Indianapolis,Colts,2000,1008013,454319,553694,15,56671.0
Indianapolis,Colts,2000,1008013,454319,553694,16,73884.0
Indianapolis,Colts,2000,1008013,454319,553694,17,56672.0
Jacksonville,Jaguars,2000,991957,482510,509447,1,72418.0
Jacksonville,Jaguars,2000,991957,482510,509447,2,68843.0
Jacksonville,Jaguars,2000,991957,482510,509447,3,45653.0
Jacksonville,Jaguars,2000,991957,482510,509447,4,56816.0
Jacksonville,Jaguars,2000,991957,482510,509447,5,64351.0
Jacksonville,Jaguars,2000,991957,482510,509447,6,65194.0
Jacksonville,Jaguars,2000,991957,482510,509447,7,68498.0
Jacksonville,Jaguars,2000,991957,482510,509447,8,69061.0
Jacksonville,Jaguars,2000,991957,482510,509447,9,63554.0
Jacksonville,Jaguars,2000,991957,482510,509447,10,
Jacksonville,Jaguars,2000,991957,482510,509447,11,68063.0
Jacksonville,Jaguars,2000,991957,482510,509447,12,50925.0
Jacksonville,Jaguars,2000,991957,482510,509447,13,65454.0
Jacksonville,Jaguars,2000,991957,482510,509447,14,51262.0
Jacksonville,Jaguars,2000,991957,482510,509447,15,53472.0
Jacksonville,Jaguars,2000,991957,482510,509447,16,50469.0
Jacksonville,Jaguars,2000,991957,482510,509447,17,77924.0
Kansas City,Chiefs,2000,1115272,631365,483907,1,78357.0
Kansas City,Chiefs,2000,1115272,631365,483907,2,68203.0
Kansas City,Chiefs,2000,1115272,631365,483907,3,77604.0
Kansas City,Chiefs,2000,1115272,631365,483907,4,74596.0
Kansas City,Chiefs,2000,1115272,631365,483907,5,82893.0
Kansas City,Chiefs,2000,1115272,631365,483907,6,
Kansas City,Chiefs,2000,1115272,631365,483907,7,79025.0
Kansas City,Chiefs,2000,1115272,631365,483907,8,79142.0
Kansas City,Chiefs,2000,1115272,631365,483907,9,62141.0
Kansas City,Chiefs,2000,1115272,631365,483907,10,62428.0
Kansas City,Chiefs,2000,1115272,631365,483907,11,68002.0
Kansas City,Chiefs,2000,1115272,631365,483907,12,78457.0
Kansas City,Chiefs,2000,1115272,631365,483907,13,47228.0
Kansas City,Chiefs,2000,1115272,631365,483907,14,60292.0
Kansas City,Chiefs,2000,1115272,631365,483907,15,77481.0
Kansas City,Chiefs,2000,1115272,631365,483907,16,78406.0
Kansas City,Chiefs,2000,1115272,631365,483907,17,41017.0
Miami,Dolphins,2000,1118883,589909,528974,1,72949.0
Miami,Dolphins,2000,1118883,589909,528974,2,64112.0
Miami,Dolphins,2000,1118883,589909,528974,3,73464.0
Miami,Dolphins,2000,1118883,589909,528974,4,73344.0
Miami,Dolphins,2000,1118883,589909,528974,5,61535.0
Miami,Dolphins,2000,1118883,589909,528974,6,73901.0
Miami,Dolphins,2000,1118883,589909,528974,7,
Miami,Dolphins,2000,1118883,589909,528974,8,78389.0
Miami,Dolphins,2000,1118883,589909,528974,9,73740.0
Miami,Dolphins,2000,1118883,589909,528974,10,77813.0
Miami,Dolphins,2000,1118883,589909,528974,11,56896.0
Miami,Dolphins,2000,1118883,589909,528974,12,74320.0
Miami,Dolphins,2000,1118883,589909,528974,13,56935.0
Miami,Dolphins,2000,1118883,589909,528974,14,73002.0
Miami,Dolphins,2000,1118883,589909,528974,15,74307.0
Miami,Dolphins,2000,1118883,589909,528974,16,73884.0
Miami,Dolphins,2000,1118883,589909,528974,17,60292.0
Minnesota,Vikings,2000,1029262,513322,515940,1,64104.0
Minnesota,Vikings,2000,1029262,513322,515940,2,64112.0
Minnesota,Vikings,2000,1029262,513322,515940,3,60292.0
Minnesota,Vikings,2000,1029262,513322,515940,4,
Minnesota,Vikings,2000,1029262,513322,515940,5,76438.0
Minnesota,Vikings,2000,1029262,513322,515940,6,64162.0
Minnesota,Vikings,2000,1029262,513322,515940,7,66944.0
Minnesota,Vikings,2000,1029262,513322,515940,8,64116.0
Minnesota,Vikings,2000,1029262,513322,515940,9,65589.0
Minnesota,Vikings,2000,1029262,513322,515940,10,59854.0
Minnesota,Vikings,2000,1029262,513322,515940,11,64223.0
Minnesota,Vikings,2000,1029262,513322,515940,12,64208.0
Minnesota,Vikings,2000,1029262,513322,515940,13,63878.0
Minnesota,Vikings,2000,1029262,513322,515940,14,64214.0
Minnesota,Vikings,2000,1029262,513322,515940,15,66273.0
Minnesota,Vikings,2000,1029262,513322,515940,16,64183.0
Minnesota,Vikings,2000,1029262,513322,515940,17,56672.0
New England,Patriots,2000,1030594,482336,548258,1,60292.0
New England,Patriots,2000,1030594,482336,548258,2,77687.0
New England,Patriots,2000,1030594,482336,548258,3,60292.0
New England,Patriots,2000,1030594,482336,548258,4,73344.0
New England,Patriots,2000,1030594,482336,548258,5,75684.0
New England,Patriots,2000,1030594,482336,548258,6,60292.0
New England,Patriots,2000,1030594,482336,548258,7,60292.0
New England,Patriots,2000,1030594,482336,548258,8,56828.0
New England,Patriots,2000,1030594,482336,548258,9,
New England,Patriots,2000,1030594,482336,548258,10,60292.0
New England,Patriots,2000,1030594,482336,548258,11,72618.0
New England,Patriots,2000,1030594,482336,548258,12,60292.0
New England,Patriots,2000,1030594,482336,548258,13,77923.0
New England,Patriots,2000,1030594,482336,548258,14,60292.0
New England,Patriots,2000,1030594,482336,548258,15,66944.0
New England,Patriots,2000,1030594,482336,548258,16,47230.0
New England,Patriots,2000,1030594,482336,548258,17,60292.0
New Orleans,Saints,2000,980803,504315,476488,1,64900.0
New Orleans,Saints,2000,980803,504315,476488,2,51300.0
New Orleans,Saints,2000,980803,504315,476488,3,59513.0
New Orleans,Saints,2000,980803,504315,476488,4,64900.0
New Orleans,Saints,2000,980803,504315,476488,5,
New Orleans,Saints,2000,980803,504315,476488,6,66944.0
New Orleans,Saints,2000,980803,504315,476488,7,50015.0
New Orleans,Saints,2000,980803,504315,476488,8,56508.0
New Orleans,Saints,2000,980803,504315,476488,9,35286.0
New Orleans,Saints,2000,980803,504315,476488,10,64900.0
New Orleans,Saints,2000,980803,504315,476488,11,72981.0
New Orleans,Saints,2000,980803,504315,476488,12,64900.0
New Orleans,Saints,2000,980803,504315,476488,13,66064.0
New Orleans,Saints,2000,980803,504315,476488,14,64900.0
New Orleans,Saints,2000,980803,504315,476488,15,67892.0
New Orleans,Saints,2000,980803,504315,476488,16,64900.0
New Orleans,Saints,2000,980803,504315,476488,17,64900.0
New York,Giants,2000,1135455,624085,511370,1,77434.0
New York,Giants,2000,1135455,624085,511370,2,65530.0
New York,Giants,2000,1135455,624085,511370,3,66944.0
New York,Giants,2000,1135455,624085,511370,4,78216.0
New York,Giants,2000,1135455,624085,511370,5,68341.0
New York,Giants,2000,1135455,624085,511370,6,50947.0
New York,Giants,2000,1135455,624085,511370,7,78189.0
New York,Giants,2000,1135455,624085,511370,8,
New York,Giants,2000,1135455,624085,511370,9,78087.0
New York,Giants,2000,1135455,624085,511370,10,72718.0
New York,Giants,2000,1135455,624085,511370,11,78174.0
New York,Giants,2000,1135455,624085,511370,12,77897.0
New York,Giants,2000,1135455,624085,511370,13,42094.0
New York,Giants,2000,1135455,624085,511370,14,83485.0
New York,Giants,2000,1135455,624085,511370,15,78164.0
New York,Giants,2000,1135455,624085,511370,16,61311.0
New York,Giants,2000,1135455,624085,511370,17,77924.0
New York,Jets,2000,1145146,623711,521435,1,59870.0
New York,Jets,2000,1145146,623711,521435,2,77687.0
New York,Jets,2000,1145146,623711,521435,3,77884.0
New York,Jets,2000,1145146,623711,521435,4,65619.0
New York,Jets,2000,1145146,623711,521435,5,
New York,Jets,2000,1145146,623711,521435,6,78441.0
New York,Jets,2000,1145146,623711,521435,7,60292.0
New York,Jets,2000,1145146,623711,521435,8,78389.0
New York,Jets,2000,1145146,623711,521435,9,72861.0
New York,Jets,2000,1145146,623711,521435,10,78305.0
New York,Jets,2000,1145146,623711,521435,11,56657.0
New York,Jets,2000,1145146,623711,521435,12,74320.0
New York,Jets,2000,1145146,623711,521435,13,77354.0
New York,Jets,2000,1145146,623711,521435,14,78138.0
New York,Jets,2000,1145146,623711,521435,15,62632.0
New York,Jets,2000,1145146,623711,521435,16,77513.0
New York,Jets,2000,1145146,623711,521435,17,69184.0
Oakland,Raiders,2000,998655,462515,536140,1,56373.0
Oakland,Raiders,2000,998655,462515,536140,2,56769.0
Oakland,Raiders,2000,998655,462515,536140,3,62078.0
Oakland,Raiders,2000,998655,462515,536140,4,45702.0
Oakland,Raiders,2000,998655,462515,536140,5,
Oakland,Raiders,2000,998655,462515,536140,6,68344.0
Oakland,Raiders,2000,998655,462515,536140,7,79025.0
Oakland,Raiders,2000,998655,462515,536140,8,57490.0
Oakland,Raiders,2000,998655,462515,536140,9,66659.0
Oakland,Raiders,2000,998655,462515,536140,10,62428.0
Oakland,Raiders,2000,998655,462515,536140,11,75951.0
Oakland,Raiders,2000,998655,462515,536140,12,64900.0
Oakland,Raiders,2000,998655,462515,536140,13,55175.0
Oakland,Raiders,2000,998655,462515,536140,14,55811.0
Oakland,Raiders,2000,998655,462515,536140,15,62632.0
Oakland,Raiders,2000,998655,462515,536140,16,68681.0
Oakland,Raiders,2000,998655,462515,536140,17,60637.0
Philadelphia,Eagles,2000,1039856,523531,516325,1,62872.0
Philadelphia,Eagles,2000,1039856,523531,516325,2,65530.0
Philadelphia,Eagles,2000,1039856,523531,516325,3,59869.0
Philadelphia,Eagles,2000,1039856,523531,516325,4,64900.0
Philadelphia,Eagles,2000,1039856,523531,516325,5,65424.0
Philadelphia,Eagles,2000,1039856,523531,516325,6,65491.0
Philadelphia,Eagles,2000,1039856,523531,516325,7,38293.0
Philadelphia,Eagles,2000,1039856,523531,516325,8,65553.0
Philadelphia,Eagles,2000,1039856,523531,516325,9,78087.0
Philadelphia,Eagles,2000,1039856,523531,516325,10,65636.0
Philadelphia,Eagles,2000,1039856,523531,516325,11,56702.0
Philadelphia,Eagles,2000,1039856,523531,516325,12,65356.0
Philadelphia,Eagles,2000,1039856,523531,516325,13,83284.0
Philadelphia,Eagles,2000,1039856,523531,516325,14,65639.0
Philadelphia,Eagles,2000,1039856,523531,516325,15,72318.0
Philadelphia,Eagles,2000,1039856,523531,516325,16,
Philadelphia,Eagles,2000,1039856,523531,516325,17,64902.0
Pittsburgh,Steelers,2000,987037,440426,546611,1,55049.0
Pittsburgh,Steelers,2000,987037,440426,546611,2,
Pittsburgh,Steelers,2000,987037,440426,546611,3,73018.0
Pittsburgh,Steelers,2000,987037,440426,546611,4,51769.0
Pittsburgh,Steelers,2000,987037,440426,546611,5,64351.0
Pittsburgh,Steelers,2000,987037,440426,546611,6,78441.0
Pittsburgh,Steelers,2000,987037,440426,546611,7,54328.0
Pittsburgh,Steelers,2000,987037,440426,546611,8,57659.0
Pittsburgh,Steelers,2000,987037,440426,546611,9,69405.0
Pittsburgh,Steelers,2000,987037,440426,546611,10,68498.0
Pittsburgh,Steelers,2000,987037,440426,546611,11,56702.0
Pittsburgh,Steelers,2000,987037,440426,546611,12,50925.0
Pittsburgh,Steelers,2000,987037,440426,546611,13,63925.0
Pittsburgh,Steelers,2000,987037,440426,546611,14,55811.0
Pittsburgh,Steelers,2000,987037,440426,546611,15,78164.0
Pittsburgh,Steelers,2000,987037,440426,546611,16,58183.0
Pittsburgh,Steelers,2000,987037,440426,546611,17,50809.0
San Diego,Chargers,2000,981863,433459,548404,1,56373.0
San Diego,Chargers,2000,981863,433459,548404,2,51300.0
San Diego,Chargers,2000,981863,433459,548404,3,77604.0
San Diego,Chargers,2000,981863,433459,548404,4,47233.0
San Diego,Chargers,2000,981863,433459,548404,5,66010.0
San Diego,Chargers,2000,981863,433459,548404,6,56079.0
San Diego,Chargers,2000,981863,433459,548404,7,72351.0
San Diego,Chargers,2000,981863,433459,548404,8,
San Diego,Chargers,2000,981863,433459,548404,9,66659.0
San Diego,Chargers,2000,981863,433459,548404,10,59884.0
San Diego,Chargers,2000,981863,433459,548404,11,56896.0
San Diego,Chargers,2000,981863,433459,548404,12,75218.0
San Diego,Chargers,2000,981863,433459,548404,13,47228.0
San Diego,Chargers,2000,981863,433459,548404,14,57255.0
San Diego,Chargers,2000,981863,433459,548404,15,68805.0
San Diego,Chargers,2000,981863,433459,548404,16,72159.0
San Diego,Chargers,2000,981863,433459,548404,17,50809.0
San Francisco,49ers,2000,1057954,541964,515990,1,54626.0
San Francisco,49ers,2000,1057954,541964,515990,2,66879.0
San Francisco,49ers,2000,1057954,541964,515990,3,65945.0
San Francisco,49ers,2000,1057954,541964,515990,4,64127.0
San Francisco,49ers,2000,1057954,541964,515990,5,66985.0
San Francisco,49ers,2000,1057954,541964,515990,6,68344.0
San Francisco,49ers,2000,1057954,541964,515990,7,59870.0
San Francisco,49ers,2000,1057954,541964,515990,8,73169.0
San Francisco,49ers,2000,1057954,541964,515990,9,68109.0
San Francisco,49ers,2000,1057954,541964,515990,10,64900.0
San Francisco,49ers,2000,1057954,541964,515990,11,68002.0
San Francisco,49ers,2000,1057954,541964,515990,12,67447.0
San Francisco,49ers,2000,1057954,541964,515990,13,
San Francisco,49ers,2000,1057954,541964,515990,14,57255.0
San Francisco,49ers,2000,1057954,541964,515990,15,67892.0
San Francisco,49ers,2000,1057954,541964,515990,16,68306.0
San Francisco,49ers,2000,1057954,541964,515990,17,76098.0
Seattle,Seahawks,2000,1029085,508367,520718,1,72949.0
Seattle,Seahawks,2000,1029085,508367,520718,2,64869.0
Seattle,Seahawks,2000,1029085,508367,520718,3,59513.0
Seattle,Seahawks,2000,1029085,508367,520718,4,47233.0
Seattle,Seahawks,2000,1029085,508367,520718,5,82893.0
Seattle,Seahawks,2000,1029085,508367,520718,6,72192.0
Seattle,Seahawks,2000,1029085,508367,520718,7,63593.0
Seattle,Seahawks,2000,1029085,508367,520718,8,57490.0
Seattle,Seahawks,2000,1029085,508367,520718,9,62141.0
Seattle,Seahawks,2000,1029085,508367,520718,10,59884.0
Seattle,Seahawks,2000,1029085,508367,520718,11,68063.0
Seattle,Seahawks,2000,1029085,508367,520718,12,
Seattle,Seahawks,2000,1029085,508367,520718,13,68661.0
Seattle,Seahawks,2000,1029085,508367,520718,14,44680.0
Seattle,Seahawks,2000,1029085,508367,520718,15,75218.0
Seattle,Seahawks,2000,1029085,508367,520718,16,68681.0
Seattle,Seahawks,2000,1029085,508367,520718,17,61025.0
St. Louis,Rams,2000,1081368,528402,552966,1,65956.0
St. Louis,Rams,2000,1081368,528402,552966,2,64869.0
St. Louis,Rams,2000,1081368,528402,552966,3,65945.0
St. Louis,Rams,2000,1081368,528402,552966,4,58761.0
St. Louis,Rams,2000,1081368,528402,552966,5,66010.0
St. Louis,Rams,2000,1081368,528402,552966,6,
St. Louis,Rams,2000,1081368,528402,552966,7,66019.0
St. Louis,Rams,2000,1081368,528402,552966,8,79142.0
St. Louis,Rams,2000,1081368,528402,552966,9,68109.0
St. Louis,Rams,2000,1081368,528402,552966,10,66048.0
